Category ID;Active (0/1);Name *;Parent category;Root category (0/1);Description;Meta title;Meta keywords;Meta description;URL rewritten;Image URL
318;1;Costume Blazer Homme;Vêtements Homme;0;Grand classique de la mode masculine, le costume homme n'a pas d'âge. Que ce soit pour aller au bureau ou assister à une cérémonie, le costume homme apporte prestance et élégance à celui qui le porte. Complet beige pour un cocktail printanier ou smoking à rayures taillé sur mesure pour une grande occasion : la couleur du costume, sa matière et le choix de la coupe de veste dépendent de la saison et de l'événement. Tenue correcte exigée. Que ce soit pour aller travailler ou pour le baptême du petit neveu, il arrive un moment où l’achat d’un costume est obligatoire. Veste de costume en lin, veste blazer ajustée, pantalon de costume de ville coupe slim… Il y en a de toutes les sortes, au point qu’acquérir un costume s’avère plus délicat qu’il n’y paraît au premier abord. Le choix de sa coupe et de sa couleur dépendra de l’occasion pour laquelle vous souhaitez porter votre costume. Le bleu et le gris restent des valeurs sûres, mais si vous n’avez pas peur de mettre de la couleur dans votre dressing vous pouvez, pourquoi pas, miser sur un costume de ville beige ou vert olive. De plus, vous disposez d'un large choix de motifs pour affirmer votre style : à carreaux, à rayures ou uni. Pour accompagner votre ensemble, pensez à opter pour une cravate dans un camaïeu de couleurs assorti. Pour parfaire la tenue jusque dans les moindres détails, prenez soin de choisir une paire de chaussettes sombres, obligatoire pour garder son chic et son sex-appeal avec votre costume et une belle paire de chaussures pour homme !;;;;costume-blazer-homme;
319;1;Vêtements de travail Homme;Vêtements Homme;0;"Des vêtements robustes et confortables spécialement conçus pour le travail et à prix abordables ? Ces vêtements de travail sont justement pensés pour résister à un usage intensif. Ces vêtements s'adaptent à toutes les morphologies, homme ou femme. Pantalons, pulls, chaussures, vestes, ces équipements vous offrent la qualité des vêtements professionnels associée au confort des matières respirantes et naturelles telles que le coton stretch. Ces vêtements de travail sont assurément la meilleure combinaison mêlant aspects pratiques, esthétiques et sécurité ! Découvrez notre nouvelle gamme ""Vêtements de travail"" qui allie design moderne et fonctionnalité. Nos créations sont conçues pour vous offrir une liberté de mouvement optimale, tout en étant suffisamment résistantes pour faire face aux défis quotidiens du travail. Les matériaux utilisés sont de haute qualité et garantissent une durée de vie prolongée. En plus d'être fonctionnels, nos vêtements de travail sont également élégants, permettant aux professionnels de tous secteurs de se sentir à leur meilleur. Notre collection comprend divers articles, allant des pantalons aux vestes, en passant par les chaussures. Pour une utilisation optimale, nous vous conseillons de choisir la taille qui correspond le mieux à votre morphologie pour garantir un confort maximal et une efficacité sans faille sur le lieu de travail. Faites l'expérience d'une performance inégalée avec notre gamme ""Vêtements de travail""! ";;;;vetements-travail-homme;
411;1;Manteau, doudoune Femme;Vêtements Femme;0;"Le poncho ou la cape : On l’adore pour sa façon de mettre en valeur toutes les silhouettes en fonction de la longueur et de l’ampleur choisies. La cape est partout ! À tendance preppy ou bohème, elle est ample et nous cache du cou à la taille, en réservant une ouverture pour les mains. Très élégante, autant avec jupe et escarpins qu’avec slim et bottines.

Le caban ou duffle-coat : Elégant et classique, c’est l’arme suprême anti-faux pas ! On le choisit avec une belle capuche amovible ample pour coller à la tendance.

La parka : Avec sa coupe esprit militaire et sa jolie capuche bordée de fourrure, la parka nous fait toujours autant craquer. Elle s’accorde avec tout et nous tient bien au chaud et à l’abri de la pluie. C’est le manteau le plus pratique, un basique de l’hiver car il est à la fois imperméable et coupe-vent. Veillez à la choisir un peu cintrée de préférence.

Le manteau de grossesse : Vous apprécierez une coupe bien enveloppante qui protégera votre petit ventre rond. Légèrement cintrés, ils sont généralement dotés de plis, de pinces d’aisance et de soufflets d’aisance.

La veste ou blouson d’été : La veste femme existe dans de nombreuses matières : en jean, en simili cuir, en velours ou en suédine, chacune apporte un style différent à votre tenue. La version blazer en cuir noir est un intemporel pour un style glamour et rock’n roll à la fois, pour donner des allures de motard. La dernière mode en terme de manteau femme mi-saison est à la veste saharienne, faite de tissu et nouée à la taille.";;;;manteau-doudoune-femme;
412;1;Robe Femme;Vêtements Femme;0;"La robe est la pièce phare du dressing féminin. Pour bien choisir la vôtre, il faudra tenir compte de quelques critères : votre morphologie, l'occasion pour laquelle vous allez la porter ou encore la saison. Tantôt pour aller au travail, tantôt pour les sorties, tantôt pour les vacances, les types de robes diffèrent selon les formes et les tailles pour toutes les occasions.

La robe fluide : Si vous avez une silhouette fine et longiligne, mettez vos jambes en valeur avec une robe chemise ou une robe portefeuille. On la cintre avec un foulard coloré ou une ceinture. Votre morphologie est plus pulpeuse ? Sublimez votre poitrine dans une robe de plage fluide.

La robe de soirée : Vous souhaitez vous mettre sur votre 31 avec une robe de soirée ? Choisissez une robe de cocktail. Avec un beau décolleté en V et des plis qui créeront du volume, elle allie confort et élégance. Si, au contraire, vous avez envie de vous faire remarquer ce soir, optez pour la robe longue. Osez un modèle près du corps, avec un dos nu.

La robe grande taille :Les silhouettes généreuses feront le choix de la robe grande taille empire. Ce modèle, tout en longueur marque la taille juste sous la poitrine et met les seins en valeur.

La robe rouge : La robe rouge est glamour à souhait. Choisissez un modèle fourreau pour faire tourner les têtes ! Robe longue ou midi, elle se porte près du corps. On l'associe avec des sandales à talons.

La robe bustier : Idéale pour magnifier vos épaules, vous avez choisi la robe bustier. Cette robe est faite pour toutes les silhouettes, des plus menues aux plus pulpeuses. Notre conseil : on évite de porter un soutien-gorge à bretelles et on préférera un soutien-gorge auto-adhésif.

La robe patineuse : La robe patineuse est une alternative idéale si l'on souhaite adopter un style casual. Ajustée, elle est parfaite pour l'été avec des sandales compensées et, en automne, avec des bottines.

La robe courte : En été, elle dévoile les gambettes bronzées et se pare de toutes les fantaisies, assortie de fines sandales ou simplement de pieds nus pour profiter du sable fin ! On portera la robe courte en hiver, avec un collant opaque et des bottes ou des cuissardes en suède.

La robe noire :On choisit sa petite robe noire selon sa morphologie : droite et coupe midi si vous êtes petite et menue, col en V et coupe longue si vous avez une silhouette plus pulpeuse. Elle s'accessoirise à volonté avec une accumulation de sautoirs chics ! C’est le basique incontournable de votre garde-robe.";;;;robe-femme;
413;1;Pull Gilet Sweat Femme;Vêtements Femme;0;Le pull, gilet ou sweat femme sont des classiques du dressing féminin. Le pull femme est la pièce indispensable de l’hiver dans sa forme manches longues. Cependant, de plus en plus de styles de pull sont adaptés pour l’été : des manches courtes en passant par les pulls en coton, c’est un vêtement qui sait s’adapter à toutes les saisons et à tous les styles. Le sweat est également le genre d’habit qui s’adapte à toutes les saisons. Souvent apparenté à l’univers du sport, le sweat est cependant bien plus que cela. Il se porte à n’importe quelle période de l’année et sait s’adapter à tous types de tenues. Lorsqu’il est associé avec les bonnes pièces, n’importe quel style est alors envisageable, tout en ayant la possibilité d’être féminine. Il séduit par son côté pratique et simple, et il se décline dans de très nombreuses matières, couleurs et dans d’innombrables formes. Le gilet est la pièce phare de l’hiver et de la mi-saison avec laquelle il faut faire des superpositions. En effet, le gilet est très pratique pour ne pas attraper froid et rester au chaud lors des journées fraiches de printemps et d’automne, et lors des belles soirées d’été. Attention à ne pas faire de confusion entre gilet et cardigan ! La différence réside dans la matière : un cardigan est obligatoirement en laine ou en maille. Le gilet ou le cardigan sont des pièces avec lesquelles vous pouvez jouer la carte de l’habit classique, cosy, stylé ou fashion.Vous l’aurez compris, le pull, le gilet et le sweat femme peuvent s’adapter à chaque saison et à tous les styles possibles, ce sont des pièces incontournables, alors n’ayez pas peur de vous faire plaisir parmi l’ensemble des références que nous proposons dans notre catalogue de produits en ligne. ; ; ; ;pull-gilet-sweat-femme;
414;1;Jupe Femme;Vêtements Femme;0;Large choix de jupes toutes longueurs pour tous les styles et toutes les tailles : de l'indémodable mini-jupe en jean à la jupe droite tailleur, en passant par la jupe longue indienne au look hippie chic. Sans oublier les éternels classiques du prêt-à-porter : jupes courtes, jupes crayon, jupes portefeuille, jupes-short, jupes de soirée. De la jupe plissée à la jupe moulante tous les looks sont possibles. Jouer avec les styles : tailleur, jupette, jupe portefeuille, et les matières velours, cuir, dentelle. Tout un catalogue de jupes femme. ;;;;jupe-femme;
415;1;Pantalon Femme;Vêtements Femme;0;Le pantalon femme est un vêtement qui se choisit avec soin, en fonction de la situation. Pour un entretien d'embauche, le pantalon tailleur blanc ou noir à pinces, permet de dégager une image propre et soignée. Par contre, pour une soirée décontractée à la plage, un vêtement plus large en lin de couleur beige est plus adaptén ou encore le pantalon imprimé. Le patanlon tient suffisamment chaud pour ne pas souffrir de la petite brise du soir, tout en offrant une liberté de mouvement absolue. Entre la matière : velours, coton, satin, lin, la forme et la couleur, chaque femme trouvera un pantalon qui lui correspond. ;;;;pantalon-femme;
416;1;Veste Blouson Femme;Vêtements Femme;0;La veste femme zippée et cintrée en polyester est le modèle de l'élégance sportswear. La veste tailleur est, quant à elle, destinée à compléter un pantalon en toute sobriété et discrétion, traduisant une image soignée, idéale pour une tenue de ceremonie. A l'opposé on retrouve la veste zippée, militaire ou le perfecto. Disponible en cuir, daim ou velours, une veste courte met en valeur les femmes à taille mince. une veste longue accentue les courbes féminines plus prononcées avec style. La veste cintrée présente généralement une fente à l'arrière qui ne doit pas être ouverte une fois que l'on porte la veste. ;;;;veste-blouson-femme;
417;1;Chemisier Tunique Débardeur Femme;Vêtements Femme;0;Chemisier ou tunique ? Faites votre choix. Que vous décidiez de la porter loose ou plus serrée, la chemise reste un indispensable de votre garde-robe qui reste à la fois simple, et très chic. Son association avec un jean slim, une paire d'escarpins, ou encore une jupe, offre des possibilités multiples pour beaucoup d'occasions: soirées, mariages, travail, loisirs... En ce qui concerne la tunique, pas de jalouses, cette pièce reste un classique qui va à tout le monde, que vous soyez menues, ou avec des hanches larges, la tunique peut s'adopter pour un look chic, ethnique ou plus classique. ;;;;chemisier-tunique-femme ;
418;1;Ensemble Tailleur Femme;Vêtements Femme;0;Quoi de plus seyant qu'un tailleur pour vous rendre élégantes ? Ce classique de la mode n'a cessé de se réinventer au fil des années. Les tailleurs femme sont maintenant de toutes les couleurs. Un blazer ou une veste sur un pantalon suffisent à vous créer un costume. Dépareillez avec un short et une jupe et votre style deviendra sophistiqué. Portez-le au bureau pour un effet working-girl ou adoptez un style plus décontracté. L'ensemble à une ou plusieurs pièces reste tendance. Ensemble, tailleur femme : une tenue incontournable qui fait rimer élégance avec assurance. Les ensembles de tailleur pour femme sont un gage de sophistication et de style, une alliance parfaite entre confort et chic. Chaque pièce est conçue pour mettre en valeur votre silhouette, tout en vous offrant une liberté de mouvement optimale. Que vous optiez pour un ensemble pantalon-blazer ou pour une combinaison jupe-veste, chaque détail compte pour affirmer votre personnalité. Un conseil unique pour bien utiliser votre ensemble tailleur : jouez sur les accessoires pour personnaliser votre look. Un collier audacieux, une ceinture fine ou des chaussures à talons peuvent transformer votre ensemble tailleur en une tenue de soirée élégante. Avec un ensemble tailleur femme, vous avez la garantie d'un style impeccable, que vous soyez en réunion professionnelle ou en sortie entre amis. ;;;;ensemble-tailleur-femme;
419;1;Short Femme;Vêtements Femme;0;Vous cherchez un short de grande marque ? Nike, Adidas, Kanabeach. Voici des bermudas à combiner avec débardeurs et baskets pour être à l'aise en séances de footing ou de randonnée ! Pour les natures aventurières : short en coton beige ou kaki avec chemise à carreaux, veste en lin et chèche assorti. D'humeur coquine ? Mini-short en jean délavé bleu clair, avec un brin de dentelle pour un look sexy mais toujours confortable. Sans oublier, les combishorts une pièce tout-en-un, si pratiques et stylés ! ;;;;short-femme;
511;1;Manteau Blouson Ado Garçon;Ado Garçon;0;Dans la garde-robe de votre ado, le manteau est le vêtement utile en toute saison qui se décline en veste, en blouson ou en bomber. Dans les premières fraîcheurs de l'automne, votre fils fera sa rentrée avec un vêtement adapté à la mi-saison, comme une veste denim ou un blouson léger, zippé. Les garçons attirés par le look aviateur pourront se laisser séduire par un blouson teddy jouant sur le contraste des matières avec un corps en polyester et des manches en cuir apportant une vraie touche originale et classe. Quand le temps se fait plus froid, les manteaux ados s'adaptent et se déclinent en vestes chaudes polaires ou en parkas doublées et ouatinées avec une capuche entourée de fausse fourrure amovible. Votre ado sera séduit par les nombreux coloris proposés et par la qualité des modèles offrant une protection efficace contre le vent et le froid. Les multiples poches zippées et la poche intérieure très pratique pour protéger son téléphone finiront de séduire votre ado. ;;;;manteau-blouson-ado-garcon;
512;1;Sweat Pull Gilet Ado Garçon;Ado Garçon;0;Dans le pur esprit de la mode sportswear américaine, le sweat est, avec le jogging, l'un des vêtements préférés de votre ado. À la fois chaud et agréable grâce à sa conception en coton molletonné et à sa forme ample, le sweat ado est l'allié idéal de votre ado au quotidien. En alliant une matière souple et confortable, un col rond ou à capuche et des poignets côtelés, le sweat ado est un classique de la garde-robe, qui permet aussi à votre garçon d'affirmer son style. En cours, en balade ou pour ses activités sportives, votre ado trouvera dans notre sélection un sweat à capuche ou un sweat zippé qui correspond à ses goûts et à son tempérament. Si les ados sont exigeants en matière de mode, le sweat répondra à toutes leurs attentes, et leur permet de jouer avec les différents looks grâce aux coloris contrastés et aux écritures floquées sur le devant ou dans le dos ;;;;sweat-pull-gilet-ado-garcon;
513;1;T-shirt Chemise Ado Garçon;Ado Garçon;0;Vous recherchez de nouveaux vêtements pour votre ado adoré : tee-shirts, chemises, polos, il a besoin d'un peu de nouveauté dans son dressing ! Surfez au fil des pages de notre site pour découvrir notre large sélection de t-shirts à manches courtes et manches longues. Basiques ou très stylés, sportswear ou plus habillés, nous vous proposons des hauts pour toutes les occasions ! Coupe droite ou classique, à col rond ou col V, avec ou sans rayures, les possibilités sont infinies. Différents coloris sont disponibles, et de nombreux t-shirts imprimés vous attendent. C'est sûr, votre ado sera le plus beau à la récré ! Et pour ses activités sportives, il appréciera nos t-shirts en coton confortables avec une grande liberté de mouvement. Vous le voyez déjà lever les bras dans son beau tee-shirt porté fièrement, en signe de victoire après son superbe but ? ;;;;t-shirt-chemise-ado-garcon;
514;1;Pantalon Ado Garçon;Ado Garçon;0;Le jean pour ado est une pièce que tout jeune se doit de posséder. Ce pantalon en denim peut prendre de nombreuses coupes : skinny, slim ou droit. Si le pantalon chino offre un look plutôt élégant, le jean, quant à lui, accompagne tous les styles décontractés. Cette pièce zippée peut être composée en jean brut ou bien en denim flexible. Portez-le avec un blouson coupe oversize et col teddy pour parfaire un look urbain et casual. Cet essentiel de la garde-robe des ados peut être porté au quotidien et s'adapte toutes les envies. Le jean peut en effet être porté en été comme en hiver. Bien souvent équipé de 5 poches et de passants de ceintures, ce vêtement en denim bleu est simple à enfiler et à associer. Certains modèles arborent des effets vieillis ou délavés. Grâce à ces derniers, les jeans offrent une pointe d'originalité et de fantaisie à toutes les tenues. ;;;;pantalon-ado-garcon;
515;1;Short, Bermuda Ado Garçon;Ado Garçon;0;Quand il fait beau, votre ado a envie de ranger les pantalons et de sortir les shorts. Pièce maîtresse de tout dressing, le short ado se fait ultra tendance et deviendra très vite l'allié de votre enfant au quotidien. Notre sélection de shorts ado propose un large choix de matières : coton simple ou molletonné, toile de jean ou jersey, vous avez le choix parmi toutes ces matières qui garantissent toutes la solidité, la légèreté et le confort. Votre ado veut être stylé dans son short chino ou en jean, tout en ayant une grande liberté de mouvement dans ses activités ? Parcourez notre gamme de shorts, vous trouverez le short ado qui convient à ses besoins et à ses goûts. Outre le large choix de matières, nous proposons différents coloris unis ou à motifs, imprimés et différentes coupes allant du short court au bermuda. ;;;;short-bermuda-ado-garcon;
516;1;Pyjama Sous-vêtements Ado Garçon;Ado Garçon;0;Pour dormir dans le plus grand confort, nos garçons optent pour un pyjama ado qui leur convient. Décliné en de nombreux modèles, ce dernier peut être constitué de vêtements en coton flexible, en polaire, en toile ou en tissu synthétique. Les vêtements de nuit pour ados sont souvent vendus en lots. Les ensembles de nuit se composent généralement d'un pantalon à taille élastiquée et d'un t-shirt. Ce dernier se décline à manches longues pour les tenues d'hiver ou à manches courtes lorsque les températures sont en hausse. Le bas de pyjama peut également prendre la forme d'un legging ou d'un short que votre ado porte au grès des envies et des saisons. Pour s'offrir une tenue de nuit plus originale, on opte pour des pièces coordonnables plutôt que pour des ensembles. Notez qu'il existe également des combinaisons de pyjama, qui sont généralement confectionnées en matière douce et qui offrent chaleur et bien-être durant toute une nuit.;;;;pyjama-sous-vêtements-ado-garcon;
517;1;Chaussures Ado Garçon;Ado Garçon;0;Votre ado grandit à la vitesse de la lumière. Comme pour ses vêtements, il a besoin d'une nouvelle paire de chaussures plusieurs fois par an. Trouvez votre bonheur parmi notre sélection de chaussures garçons : baskets, à scratch ou à lacets, baskets hautes en toile, montantes ou plates, derbies, mocassins ou encore bottes, bottines et autres boots et même des sandales pour l'été. Les tailles vont du 26 au 40, pour des garçons de 10 à 16 ans. Il est important que votre adolescent trouve de bonnes chaussures, confortables, qui lui permettront de pouvoir s'amuser et vaquer à toutes ses occupations tout en restant à la pointe de la mode ! Plutôt sportif ou pas du tout, au collège ou au lycée, il ira partout grâce à ses belles chaussures et fera les quatre cents coups avec ses copains ! Pour le sport ou le quotidien, il y a forcément une paire qui fera le bonheur de votre ado. ;;;;chaussures-ado-garcon;
518;1;Sport Ado Garçon;Ado Garçon;0;Pour la pratique sportive d'un ado, une tenue adéquate reste de mise. Les vêtements de sport pour garçons sont non seulement appropriés, mais aussi très tendance, ce qui est important pour un jeune homme. Un pantalon de survêtement autorise les gestes larges, et un sweat à capuche réchauffe après l'entraînement. Quant aux chaussures, les baskets conçues spécialement pour l'activité physique sont conseillées. Que ce soit pour jouer au foot, pratiquer le tennis, la course à pied ou autre, elles limitent les risques de blessures. Bienvenue dans la catégorie incontournable des vêtements et chaussures de sport pour ado garçon chez La Redoute ! Ici, nous comprenons l'importance d'une tenue adaptée et stylée pour nos jeunes athlètes en herbe. Préparez-vous à découvrir une sélection dynamique qui combine fonctionnalité et tendance pour que vos ados puissent donner le meilleur d'eux-mêmes sur le terrain. Notre gamme de pantalons de survêtement offre une liberté de mouvement maximale, permettant à vos garçons de se surpasser lors de leurs activités sportives préférées. Les sweatshirts à capuche ultra-confortables les garderont au chaud et à l'aise après l'entraînement, tout en ajoutant une touche de style moderne à leur look. Mais parlons maintenant de chaussures. Chez La Redoute, nous savons que des baskets spécialement conçues pour chaque activité physique sont essentielles. Que ce soit pour le football, le tennis, la course à pied ou tout autre sport, nos chaussures offrent un soutien optimal et réduisent les risques de blessures, tout en étant incroyablement tendance. Notre équipe de stylistes a sélectionné les meilleures marques pour garantir la qualité et le confort. En plus d'être parfaitement adaptées à la pratique sportive, nos vêtements et chaussures ado garçon feront de vos jeunes champions les icônes du style sur et en dehors du terrain. Faites confiance à La Redoute pour offrir à vos ados une garde-robe sportive qui répond à leurs besoins, avec des articles à la pointe de la mode. Parce que le sport et le style vont de pair, nous sommes là pour les accompagner dans leur quête de performance et de confiance en eux. Découvrez notre collection dès maintenant et faites de votre ado un véritable champion, tant sur le plan sportif que vestimentaire ! ;;;;sport-ado-garcon;
521;1;Manteau Blouson Ado Fille;Ado Fille;0;La mode tient une grande importance dans le choix des vêtements de votre ado, et le manteau est une pièce essentielle dans sa garde-robe. Le manteau ado pour fille se décline dans une large gamme de coloris, de motifs imprimés et de formes pour s'adapter à toutes les envies de votre ado. Au fil des saisons, le manteau se porte en version veste courte ou bomber pour un look féminin-masculin très tendance, à mixer avec un jean slim ou une robe. Pour affronter les fraîches journées d'automne, le manteau de votre ado se présente sous forme de blazer court très tendance. Quand arrivent les grands froids de l'hiver, votre ado choisira une parka plus longue, qui peut être doublée et dotée d'une capuche amovible, apportant confort et chaleur tout en restant très légère. ;;;;manteau-blouson-ado-fille;
522;1;Sweat Pull Gilet Ado Fille;Ado Fille;0;Aujourd'hui, le sweat est une pièce essentielle dans le dressing de votre ado, lui permettant de jouer avec les styles tout en se sentant bien au chaud. Sur un jean ou une jupe, le sweat ado fille se porte facilement et apporte un côté décontracté ou sportswear à la tenue. Les jeunes filles adorent mélanger les styles en combinant une pièce mixte comme le sweat à un vêtement très féminin comme un jean slim ou une jupe. Au fil des saisons, votre ado peut choisir un sweat court ou long, à col rond ou col zippé très pratique pour éviter d'emmener un foulard ou une écharpe. En molleton et intérieur gratté, le sweat ado fille est tout doux, confortable grâce à sa coupe ample et chaud. Ajoutez une capuche et une fermeture et le sweat ado zippé devient une pièce très mode à assembler avec un t-shirt et un jean. Les plus coquettes trouveront leur bonheur avec un modèle de sweat branché, aux épaules dénudées pour un style unique à la fois chic et décontracté. ;;;;sweat-pull-gilet-ado-fille;
523;1;T-shirt Chemisier Débardeur Ado Fille;Ado Fille;0;Tout comme leur maman, les jeunes filles suivent la mode de près et veulent porter les pièces tendances du moment. En parcourant notre sélection de tee-shirts ado votre fille trouvera le petit haut de ses rêves, quelles que soient ses envies. Au gré de ses activités, votre ado pourra avoir envie d'un tee-shirt à l'esprit romantique, arborant un bel empiècement brodé ou de jolis volants. Si son humeur se fait plus espiègle ou branchée, elle aura le choix parmi une large gamme de tee-shirts ado à col rond ou en v, à motifs ou à messages imprimés devant ou dans le dos. À chaque jour ou à chaque humeur son tee-shirt idéal, qui s'accorde facilement avec toutes les jupes, pantalons ou shorts de la garde-robe de votre adolescente. ;;;;t-shirt-chemisier-ado-fille;
524;1;Robe Jupe Ado Fille;Ado Fille;0;Votre fille, c'est la plus belle. Forcément. On ne vous contredira pas ! Et lorsque vous faites du shopping pour elle, vous l'imaginez toujours dans les jolis vêtements que vous repérez. Votre ado a besoin de robes sans manches pour l'été ? Découvrez toute notre gamme en taille 10 à 18 ans. Nous vous proposons différents modèles pour toutes les occasions. Robe à volants, robe fluide, robe patineuse, robe à bretelles, robe t-shirt, robe manches courtes, nous avons l'embarras du choix ! Craquez pour la traditionnelle robe en jean, courte ou longue, avec une jupe patineuse ou encore une jupe droite. Quel est le style de votre fille ? Plutôt sportive ? Préférez le look sportswear avec une robe sweat à capuche ou une jupe fluide dans laquelle elle se sentira très à l'aise et confortable. Elle fait craquer tout le monde avec son côté fleur bleue et romantique ? Offrez-lui une robe à fleurs, très fraiche pour la saison. ;;;;robe-jupe-ado-fille;
525;1;Pantalon Ado Fille;Ado Fille;0;Comme les jeans femme, les jeans ado fille sont de véritables essentiels à posséder dans une garde-robe. Bien souvent unis, les jeans peuvent également être imprimés ou brodés, selon les modèles. Ces derniers attirent généralement plus l'oeil et sont les pièces phares d'un look. Le pantalon 5 poches basique, quant à lui, peut avoir son originalité. Il peut en effet arborer une coupe slim, skinny ou droite, mais aussi des effets délavés ou destroys. Selon les envies, les jeans peuvent avoir une taille haute, standard ou une taille basse. Facile à enfiler et à ajuster, le jean ado fille se ferme généralement à l'aide d'une ouverture zippée et boutonnée devant. Ce vêtement mode s'adapte à toutes les occasions et peut être porté à l'école comme un jour de weekend ou en vacances. Nos ados l'enfilent pour sortir entre copines ou bien pour une journée détente à la maison. ;;;;pantalon-ado-file;
526;1;Short Ado Fille;Ado Fille;0;Composé d'un t-shirt à manches longues ou manches courtes et d'un short, le combishort ado peut être porté pour toutes les occasions. Idéal en été, lorsque les températures sont douces et que l'on se consacre à nos loisirs, c'est une tenue de détente par excellence. Il peut dévoiler une encolure ronde ou un col en V. Selon les modèles, il peut également avoir en haut en forme de débardeur ou de bustier. On le porte aussi bien pour les tenues de sport, avec une paire de runnings, de tennis ou de baskets, que pour un look plus raffiné. En soirée, on l'associe à plusieurs accessoires comme des bijoux et un sac. Idéal avec une blouse fluide et une paire de chaussures ouvertes. Si le combishort pour ados est parfait en saison estivale, il peut également être porté en hiver avec une paire de collants, des bottines et un blouson. ;;;;short-ado-fille;
527;1;Pyjama Sous-vêtements Ado Fille;Ado Fille;0;Parce que le confort est important dès le plus jeune âge, offrez à votre petite fille ou votre adolescente des sous-vêtements et vêtements de nuit de qualité. Qu'il s'agisse de culottes stretch pour un confort optimal, de chaussettes ou de pyjamas en coton, les ensembles douillets s'invitent dans la garde-robe de vos enfants. Même chose pour la première brassière ou le premier soutien-gorge de votre adolescente. Choisissez facilement avec le guide des tailles, et faites-leur plaisir avec des lots et des ensembles ! Découvrez notre gamme de pyjamas et sous-vêtements pour filles et adolescentes, conçue pour allier style et confort. Notre collection propose des designs modernes et dynamiques, du pyjama douillet en coton aux sous-vêtements stretch, sans oublier les premières brassières ou soutiens-gorge pour votre adolescente. Nous offrons une variété de lots et d'ensembles pour faciliter votre choix. Nos guides des tailles sont là pour vous aider à trouver le bon ajustement. Et n'oubliez pas - le secret pour bien utiliser ces produits réside dans le choix de la bonne taille. Assurez-vous que vos filles se sentent à l'aise et en confiance dans leurs nouveaux vêtements pour une expérience optimale. Explorez notre collection et faites plaisir à vos enfants avec des vêtements qui leur correspondent! ;;;;pyjama-sous-vêtements-ado-fille;
528;1;Chaussures Ado Fille;Ado Fille;0;Il existe des chaussures de filles adolescentes pour toutes les occasions. Pour sortir faire du sport ou pratiquer son activité physique préférée, on opte par exemple pour des chaussures de marche, des baskets ou encore des chaussures de running. Pour une journée quotidienne, à l'école ou en vacances, on peut porter des derbys, des bottes en cuir ou encore des bottines. L'été, ces demoiselles préfèreront des spartiates ou des sandales, pour laisser le pied respirer tout en lui offrant un bon maintien. Selon les besoins et les envies, on choisit des chaussures avec ouverture à lacets ou à boucles. Les modèles de chaussures à zip sont, eux, très faciles et rapides à enfiler. Talon plat ou cranté, bout rond ou en amande, dessus imprimé ou uni : il y en a pour tous les goûts. Attention à sélectionner la bonne pointure pour profiter d'un confort à chaque pas. La chaussure nécessite parfois d'être un peu portée pour être plus agréable à enfiler ;;;;chaussures-ado-fille;
529;1;Sport Ado Fille;Ado Fille;0;"Une jeune fille sportive a besoin de vêtements, chaussures et accessoires de sport spécialement conçus pour convenir aux évolutions de son corps. Pour le running ou le fitness, il existe une tenue adaptée à une ado qui ne fait plus les mêmes choix vestimentaires qu'une enfant. Du classique pantalon noir au legging rose, chaque marque propose son modèle original. La livraison permet de recevoir chez soi les t-shirts, baskets juniors ou autres chaussettes assorties permettant de pratiquer un sport avec style et confiance. Bienvenue dans la catégorie ""Vêtements, chaussures sport ado fille"" de La Redoute, où le style rencontre la performance pour les jeunes filles passionnées de sport. Lorsque vous êtes actif et en pleine croissance, il est important de trouver des vêtements, des chaussures et des accessoires qui sont spécialement conçus pour suivre les évolutions de votre corps. Que vous pratiquiez la course à pied, le fitness ou toute autre activité sportive, nous avons la tenue parfaite pour vous. Oubliez les choix vestimentaires des enfants, car en tant qu'adolescente, vous avez votre propre style et votre propre personnalité. Des pantalons noirs classiques aux leggings roses audacieux, chaque marque propose des modèles uniques qui vous permettent de vous démarquer. Chez La Redoute, nous savons que le style ne doit pas être sacrifié pour la performance. C'est pourquoi nous vous proposons une large sélection de t-shirts, de baskets juniors et de chaussettes assorties qui vous permettent de pratiquer votre sport préféré avec style et confiance. De plus, grâce à notre service de livraison, vous pouvez recevoir tout cela directement chez vous. Explorez notre collection tendance de vêtements, chaussures et accessoires de sport pour ado fille et découvrez les dernières tendances qui vous permettront de rester motivée et de performer à votre meilleur niveau. Chez La Redoute, nous sommes là pour vous accompagner dans votre parcours sportif, en vous offrant des produits de qualité qui allient fonctionnalité et style. Préparez-vous à vivre une expérience sportive inoubliable, tout en étant à la pointe de la mode. Avec notre catégorie dédiée aux vêtements, chaussures sport ado fille, vous trouverez tout ce dont vous avez besoin pour briller sur le terrain, dans la salle de sport ou en plein air. Parcourez notre sélection dès maintenant et trouvez la tenue parfaite qui vous permettra de vous exprimer, de vous dépasser et de vous sentir bien dans votre peau. ";;;;sport-ado-fille;
611;1;Manteau Blouson Enfant Garçon;Enfant Garçon;0;Pour affronter la pluie et la neige, rien de tel qu'un manteau garçon, parka pour enfant ou une veste imperméable. Coupe-vent réversible, blouson aviateur, caban garçon doublé, doudoune sans manche, duffle-coat en laine : les vêtements d'hiver se déclinent à tous les styles pour les 2-12 ans. Les grandes marques de mode enfant sont largement représentées : blouson à capuche Vertbaudet, parka zippé Cyrillus, veste légère Adidas, ou pull Benetton. ;;;;manteau-blouson-enfant-garcon;
